Project,FilePath,BuildResult
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_38_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_4_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_49_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_18_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_7_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_3_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_2_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_6_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_21_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_44_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_15_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_54_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_31_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_11_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_40_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_25_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_9_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_35_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_50_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_10_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_41_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_24_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_8_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_34_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_51_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_20_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_45_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_14_54/maven.log,FAILURE
spring-boot-admin_spring-boot-admin-server,results/spring-boot-admin_spring-boot-admin-server/deptrim/pom-specialized_30_54/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_3_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_7_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_6_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_2_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_11_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_25_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_9_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_21_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_15_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_31_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_20_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_14_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_30_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_10_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_24_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_34_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_8_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_23_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_17_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_33_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_13_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_27_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_12_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_26_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_22_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_16_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_32_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_29_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_5_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_19_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_1_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_18_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_28_34/maven.log,FAILURE
nifi_nifi-bootstrap,results/nifi_nifi-bootstrap/deptrim/pom-specialized_4_34/maven.log,FAILURE
jooby,results/jooby/jooby/deptrim/pom-specialized_8_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_10_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_20_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_14_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_15_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_9_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_11_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_2_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_6_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_7_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_3_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_4_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_18_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_1_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_19_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_5_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_16_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_12_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_13_20/maven.log,SUCCESS
jooby,results/jooby/jooby/deptrim/pom-specialized_17_20/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_23_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_46_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_17_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_56_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_62_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_33_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_13_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_42_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_27_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_37_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_52_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_12_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_43_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_26_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_36_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_53_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_22_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_47_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_16_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_57_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_63_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_32_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_29_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_39_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_5_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_19_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_48_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_58_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_1_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_18_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_49_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_59_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_28_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_38_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_4_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_3_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_7_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_6_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_2_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_40_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_11_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_25_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_9_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_35_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_50_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_21_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_15_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_44_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_54_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_31_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_60_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_20_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_14_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_45_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_55_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_30_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_61_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_41_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_10_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_24_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_8_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_34_63/maven.log,FAILURE
rultor,results/rultor/deptrim/pom-specialized_51_63/maven.log,FAILURE
mybatis-3,results/mybatis-3/deptrim/pom-specialized_8_8/maven.log,FAILURE
mybatis-3,results/mybatis-3/deptrim/pom-specialized_2_8/maven.log,SUCCESS
mybatis-3,results/mybatis-3/deptrim/pom-specialized_6_8/maven.log,SUCCESS
mybatis-3,results/mybatis-3/deptrim/pom-specialized_1_8/maven.log,SUCCESS
mybatis-3,results/mybatis-3/deptrim/pom-specialized_5_8/maven.log,SUCCESS
mybatis-3,results/mybatis-3/deptrim/pom-specialized_4_8/maven.log,SUCCESS
mybatis-3,results/mybatis-3/deptrim/pom-specialized_3_8/maven.log,SUCCESS
mybatis-3,results/mybatis-3/deptrim/pom-specialized_7_8/maven.log,SUCCESS
woodstox,results/woodstox/deptrim/pom-specialized_4_5/maven.log,SUCCESS
woodstox,results/woodstox/deptrim/pom-specialized_3_5/maven.log,SUCCESS
woodstox,results/woodstox/deptrim/pom-specialized_2_5/maven.log,FAILURE
woodstox,results/woodstox/deptrim/pom-specialized_1_5/maven.log,FAILURE
woodstox,results/woodstox/deptrim/pom-specialized_5_5/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_4_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_38_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_28_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_18_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_1_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_19_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_5_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_39_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_29_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_32_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_22_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_16_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_36_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_43_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_12_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_26_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_37_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_42_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_13_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_27_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_33_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_23_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_17_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_46_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_34_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_8_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_10_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_41_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_24_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_30_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_20_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_45_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_14_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_31_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_21_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_44_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_15_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_35_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_9_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_11_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_40_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_25_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_2_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_6_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_7_46/maven.log,SUCCESS
para_para-core,results/para_para-core/deptrim/pom-specialized_3_46/maven.log,SUCCESS
error-prone_core,results/error-prone_core/deptrim/pom-specialized_4_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_5_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_1_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_12_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_13_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_10_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_8_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_11_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_9_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_6_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_2_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_3_13/maven.log,FAILURE
error-prone_core,results/error-prone_core/deptrim/pom-specialized_7_13/maven.log,FAILURE
lanterna_native-integration,results/lanterna_native-integration/deptrim/pom-specialized_2_2/maven.log,SUCCESS
lanterna_native-integration,results/lanterna_native-integration/deptrim/pom-specialized_1_2/maven.log,SUCCESS
pdfbox_pdfbox,results/pdfbox_pdfbox/deptrim/pom-specialized_2_6/maven.log,SUCCESS
pdfbox_pdfbox,results/pdfbox_pdfbox/deptrim/pom-specialized_6_6/maven.log,SUCCESS
pdfbox_pdfbox,results/pdfbox_pdfbox/deptrim/pom-specialized_1_6/maven.log,SUCCESS
pdfbox_pdfbox,results/pdfbox_pdfbox/deptrim/pom-specialized_5_6/maven.log,SUCCESS
pdfbox_pdfbox,results/pdfbox_pdfbox/deptrim/pom-specialized_4_6/maven.log,SUCCESS
pdfbox_pdfbox,results/pdfbox_pdfbox/deptrim/pom-specialized_3_6/maven.log,SUCCESS
jacop,results/jacop/deptrim/pom-specialized_4_4/maven.log,SUCCESS
jacop,results/jacop/deptrim/pom-specialized_3_4/maven.log,FAILURE
jacop,results/jacop/deptrim/pom-specialized_2_4/maven.log,SUCCESS
jacop,results/jacop/deptrim/pom-specialized_1_4/maven.log,SUCCESS
undertow_core,results/undertow_core/deptrim/pom-specialized_4_5/maven.log,SUCCESS
